OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
1777,37,119,005840,1,371190058401,Block Group 1,0016564,"Block Group 1, Census Tract 58.40, Mecklenburg County, North Carolina",883,11,9,7,10,14,41,9,31,48,46,87,113,127,80,121,129,103393,605,0,0,28223415.6676025,24736.3242785751
1778,37,119,000900,1,371190009001,Block Group 1,0016147,"Block Group 1, Census Tract 9, Mecklenburg County, North Carolina",274,43,27,20,0,17,6,23,0,0,17,27,14,23,23,19,15,52647,150,41,0.27333333,6012896.75537109,10879.2128032862
1779,37,119,005617,2,371190056172,Block Group 2,0016481,"Block Group 2, Census Tract 56.17, Mecklenburg County, North Carolina",22,0,0,0,0,0,0,0,0,0,6,0,5,0,6,5,0,115000,11,0,0,23861337.7319946,23443.0710661399
1780,37,119,001915,2,371190019152,Block Group 2,0016210,"Block Group 2, Census Tract 19.15, Mecklenburg County, North Carolina",1255,88,100,124,108,164,70,32,127,22,89,107,157,0,0,67,0,31813,614,250,0.40716612,12675944.0976562,15685.1671037047
1781,37,119,005837,3,371190058373,Block Group 3,0016558,"Block Group 3, Census Tract 58.37, Mecklenburg County, North Carolina",435,0,0,0,0,0,0,0,0,0,24,0,132,70,59,24,126,120729,342,0,0,6818254.42388916,14276.5427528134
1782,37,119,005833,1,371190058331,Block Group 1,0016548,"Block Group 1, Census Tract 58.33, Mecklenburg County, North Carolina",396,14,0,0,0,0,10,9,10,0,28,21,50,55,56,50,93,125250,356,14,0.03932584,12332751.6080322,17069.2312281385
1783,37,119,006007,3,371190060073,Block Group 3,0016617,"Block Group 3, Census Tract 60.07, Mecklenburg County, North Carolina",1091,0,0,0,0,78,24,0,0,90,226,17,69,168,158,82,179,104241,691,19,0.02749638,35925536.8218994,29452.1526534853
1784,37,119,006104,2,371190061042,Block Group 2,0016629,"Block Group 2, Census Tract 61.04, Mecklenburg County, North Carolina",511,43,0,15,18,0,9,29,51,31,0,106,80,46,32,41,10,61690,366,0,0,71403880.5585938,39097.9273408024
1785,37,119,001917,1,371190019171,Block Group 1,0016215,"Block Group 1, Census Tract 19.17, Mecklenburg County, North Carolina",639,3,44,40,21,0,12,43,102,32,94,78,111,28,10,11,10,51654,512,71,0.13867188,22658966.1300049,20585.1645127972
1786,37,119,003015,3,371190030153,Block Group 3,0016300,"Block Group 3, Census Tract 30.15, Mecklenburg County, North Carolina",363,0,9,0,9,10,9,0,0,8,11,44,64,39,47,57,56,112125,353,8,0.02266289,13925816.8231201,15813.9266530474
1787,37,119,003807,1,371190038071,Block Group 1,0016351,"Block Group 1, Census Tract 38.07, Mecklenburg County, North Carolina",418,11,6,27,50,120,19,13,16,7,46,15,24,27,21,8,8,29824,246,52,0.21138211,23265692.416748,26257.4421027038
1788,37,119,006302,2,371190063022,Block Group 2,0016664,"Block Group 2, Census Tract 63.02, Mecklenburg County, North Carolina",483,0,0,0,0,15,11,0,0,40,50,66,111,78,20,77,15,84650,365,0,0,51715212.7439575,37378.0566262401
1789,37,119,005845,1,371190058451,Block Group 1,0016575,"Block Group 1, Census Tract 58.45, Mecklenburg County, North Carolina",515,0,9,8,32,20,9,52,12,0,19,46,51,89,85,50,33,99896,335,10,0.02985075,10716376.6536865,19145.7055059459
1790,37,119,004400,1,371190044001,Block Group 1,0016381,"Block Group 1, Census Tract 44, Mecklenburg County, North Carolina",437,36,14,93,79,13,0,37,98,16,33,18,0,0,0,0,0,24688,215,29,0.13488372,29672633.0415039,28882.082467353
1791,37,119,005836,1,371190058361,Block Group 1,0016554,"Block Group 1, Census Tract 58.36, Mecklenburg County, North Carolina",853,17,52,75,35,19,14,48,25,29,91,54,133,111,99,38,13,69750,562,87,0.15480427,16509927.9834595,19297.5175030244
1792,37,119,000500,1,371190005001,Block Group 1,0016139,"Block Group 1, Census Tract 5, Mecklenburg County, North Carolina",1183,172,73,44,48,0,18,0,0,18,124,232,92,72,85,112,93,65195,83,0,0,5132124.75915527,11228.4937011256
1793,37,119,001911,3,371190019113,Block Group 3,0016202,"Block Group 3, Census Tract 19.11, Mecklenburg County, North Carolina",874,42,60,12,68,68,75,57,35,45,42,81,143,64,28,23,31,46471,602,38,0.06312292,12330069.388855,17199.3415862575
1794,37,119,005717,2,371190057172,Block Group 2,0016514,"Block Group 2, Census Tract 57.17, Mecklenburg County, North Carolina",506,19,0,12,19,0,41,32,39,45,36,118,85,38,0,22,0,61136,358,13,0.03631285,25073246.6751099,23934.9836056007
1795,37,119,002400,1,371190024001,Block Group 1,0016251,"Block Group 1, Census Tract 24, Mecklenburg County, North Carolina",853,78,18,102,10,10,9,22,9,24,85,93,44,87,30,103,129,69659,292,8,0.02739726,5240004.06451416,11820.0639457146
1796,37,119,005514,3,371190055143,Block Group 3,0016436,"Block Group 3, Census Tract 55.14, Mecklenburg County, North Carolina",1217,72,180,0,18,18,33,39,12,113,59,151,189,118,106,44,65,70440,545,33,0.06055046,22366862.2893066,27531.0772570638
1797,37,119,001200,3,371190012003,Block Group 3,0016156,"Block Group 3, Census Tract 12, Mecklenburg County, North Carolina",802,18,31,0,16,14,14,55,0,12,17,19,26,96,132,115,237,145663,506,0,0,22797516.8279419,22242.7345222327
1798,37,119,005524,3,371190055243,Block Group 3,0016458,"Block Group 3, Census Tract 55.24, Mecklenburg County, North Carolina",883,0,27,9,48,80,66,80,0,68,28,224,156,26,46,16,9,63202,666,103,0.15465465,18043059.8539429,22776.2243369982
1799,37,119,005609,1,371190056091,Block Group 1,0016468,"Block Group 1, Census Tract 56.09, Mecklenburg County, North Carolina",1154,436,52,120,165,54,29,6,61,62,68,43,58,0,0,0,0,17079,216,64,0.2962963,35054606.7982788,27423.7420157281
1800,37,119,006108,2,371190061082,Block Group 2,0016638,"Block Group 2, Census Tract 61.08, Mecklenburg County, North Carolina",708,37,27,0,42,8,9,101,21,19,97,103,100,93,19,18,14,58654,618,9,0.01456311,42777177.7832031,38032.4192316114
1801,37,119,003600,2,371190036002,Block Group 2,0016338,"Block Group 2, Census Tract 36, Mecklenburg County, North Carolina",567,32,43,29,26,60,25,31,44,17,43,74,47,21,25,44,6,44631,223,41,0.1838565,12308604.8551025,21121.6396618582
1802,37,119,005605,1,371190056051,Block Group 1,0016465,"Block Group 1, Census Tract 56.05, Mecklenburg County, North Carolina",1248,147,54,0,16,165,206,20,169,47,46,101,131,120,11,15,0,40354,520,155,0.29807692,18446539.8585205,18204.3644085478
1803,37,119,005823,4,371190058234,Block Group 4,0016530,"Block Group 4, Census Tract 58.23, Mecklenburg County, North Carolina",1344,16,0,0,0,149,15,59,34,15,69,91,206,72,72,219,327,104457,1006,0,0,37617459.1430054,28545.4885944565
1804,37,119,001910,3,371190019103,Block Group 3,0016199,"Block Group 3, Census Tract 19.10, Mecklenburg County, North Carolina",496,21,24,10,29,18,56,49,35,36,38,47,111,22,0,0,0,45882,323,52,0.16099071,9515554.42614746,17437.0982595432
1805,37,119,006213,2,371190062132,Block Group 2,0016658,"Block Group 2, Census Tract 62.13, Mecklenburg County, North Carolina",927,0,30,33,50,13,12,0,38,21,0,0,193,66,270,171,30,131442,781,82,0.1049936,53121155.34552,36380.550818358
1806,37,119,005909,1,371190059091,Block Group 1,0016592,"Block Group 1, Census Tract 59.09, Mecklenburg County, North Carolina",1571,20,0,0,46,38,30,13,102,66,46,270,241,291,118,208,82,90353,1209,128,0.10587262,89572011.156311,37566.2772185966
1807,37,119,005401,2,371190054012,Block Group 2,0016412,"Block Group 2, Census Tract 54.01, Mecklenburg County, North Carolina",1128,63,123,33,153,155,108,42,41,57,55,177,47,49,0,14,11,31713,543,129,0.23756906,53457346.7652588,37422.0303526992
1808,37,119,006104,4,371190061044,Block Group 4,0016631,"Block Group 4, Census Tract 61.04, Mecklenburg County, North Carolina",800,0,84,13,26,78,47,0,53,34,29,167,84,116,55,14,0,61875,530,83,0.15660377,52790500.836853,32308.5127243624
1809,37,119,004900,1,371190049001,Block Group 1,0016392,"Block Group 1, Census Tract 49, Mecklenburg County, North Carolina",247,17,10,31,36,34,14,4,29,18,5,23,16,5,0,5,0,27169,122,27,0.22131148,9489828.25054932,12506.2768011764
1810,37,119,003805,1,371190038051,Block Group 1,0016346,"Block Group 1, Census Tract 38.05, Mecklenburg County, North Carolina",1165,107,40,45,8,40,14,31,73,0,81,121,281,138,57,75,54,76372,531,44,0.08286252,89004267.9220581,39596.906598722
1811,37,119,005843,1,371190058431,Block Group 1,0016571,"Block Group 1, Census Tract 58.43, Mecklenburg County, North Carolina",506,10,0,11,17,9,20,20,0,11,35,10,70,54,35,88,116,120441,402,19,0.04726368,20709291.230896,20852.3275935812
1812,37,119,005914,1,371190059141,Block Group 1,0016602,"Block Group 1, Census Tract 59.14, Mecklenburg County, North Carolina",1272,29,0,17,127,41,22,43,87,21,91,141,163,106,104,165,115,78750,729,0,0,16572590.5675049,17040.4779627702
1813,37,119,001510,2,371190015102,Block Group 2,0016175,"Block Group 2, Census Tract 15.10, Mecklenburg County, North Carolina",373,10,23,70,7,21,22,50,19,0,21,64,11,38,17,0,0,39175,205,0,0,5807319.62011719,9669.93688752834
1814,37,119,005714,3,371190057143,Block Group 3,0016509,"Block Group 3, Census Tract 57.14, Mecklenburg County, North Carolina",462,17,7,8,0,14,0,42,11,7,35,39,50,86,47,53,46,102857,405,17,0.04197531,69509550.904541,42195.7626884124
1815,37,119,005828,2,371190058282,Block Group 2,0016538,"Block Group 2, Census Tract 58.28, Mecklenburg County, North Carolina",148,0,9,0,0,0,0,0,0,0,0,0,0,8,16,24,91,232500,122,8,0.06557377,4531729.15582275,9936.86161954841
1816,37,119,006210,1,371190062101,Block Group 1,0016651,"Block Group 1, Census Tract 62.10, Mecklenburg County, North Carolina",1178,10,60,11,68,36,31,22,69,60,51,98,146,147,89,123,157,84886,801,19,0.02372035,56711413.4642944,37739.9056926463
1817,37,119,004304,1,371190043041,Block Group 1,0016377,"Block Group 1, Census Tract 43.04, Mecklenburg County, North Carolina",1015,114,98,55,94,126,49,61,13,26,126,84,79,17,18,33,22,32543,514,35,0.06809339,31817374.2947998,23617.7668785028
1818,37,119,002906,1,371190029061,Block Group 1,0016276,"Block Group 1, Census Tract 29.06, Mecklenburg County, North Carolina",498,8,20,17,0,0,0,8,17,15,59,27,61,49,86,34,97,110833,304,79,0.25986842,6905975.47888184,14680.679523166
1819,37,119,002400,2,371190024002,Block Group 2,0016252,"Block Group 2, Census Tract 24, Mecklenburg County, North Carolina",472,0,25,8,10,19,10,10,10,50,34,29,139,60,8,31,29,76360,160,0,0,4459292.18304443,8904.39727314291
1820,37,119,005621,1,371190056211,Block Group 1,0016489,"Block Group 1, Census Tract 56.21, Mecklenburg County, North Carolina",837,51,0,8,18,0,9,6,37,19,75,167,85,101,140,70,51,77159,649,12,0.01848998,49495378.9488525,31190.061155584
1821,37,119,000500,2,371190005002,Block Group 2,0016140,"Block Group 2, Census Tract 5, Mecklenburg County, North Carolina",719,80,15,33,13,27,0,0,18,31,29,160,93,116,15,12,77,73510,221,53,0.239819,7227295.04907227,11847.3802714981
1822,37,119,000900,2,371190009002,Block Group 2,0016148,"Block Group 2, Census Tract 9, Mecklenburg County, North Carolina",474,88,40,20,14,21,5,15,30,9,19,65,31,72,6,35,4,46111,171,35,0.20467836,6085113.39611816,17004.5995513009
1823,37,119,001508,3,371190015083,Block Group 3,0016171,"Block Group 3, Census Tract 15.08, Mecklenburg County, North Carolina",314,85,13,0,55,34,16,0,30,0,28,53,0,0,0,0,0,27794,219,17,0.07762557,5694228.63287354,12337.822116457
1824,37,119,001510,1,371190015101,Block Group 1,0016174,"Block Group 1, Census Tract 15.10, Mecklenburg County, North Carolina",862,39,40,71,42,85,63,64,42,35,56,87,117,51,28,0,42,41607,571,49,0.08581436,14006437.8209229,16999.4858913223
1825,37,119,005401,1,371190054011,Block Group 1,0016411,"Block Group 1, Census Tract 54.01, Mecklenburg County, North Carolina",1179,63,19,94,67,98,118,110,117,54,149,98,88,85,0,19,0,40666,712,59,0.08286517,44936481.3699951,33132.1758292003
1826,37,119,004700,1,371190047001,Block Group 1,0016388,"Block Group 1, Census Tract 47, Mecklenburg County, North Carolina",413,106,32,29,35,88,0,22,4,7,11,8,13,23,18,13,4,25363,234,108,0.46153846,12118491.0335693,16434.631600399
1827,37,119,006209,1,371190062091,Block Group 1,0016648,"Block Group 1, Census Tract 62.09, Mecklenburg County, North Carolina",395,0,86,57,0,0,10,14,12,12,11,10,30,46,15,0,92,53977,214,45,0.21028037,12257484.4243164,17551.8226831802
1828,37,119,005911,2,371190059112,Block Group 2,0016596,"Block Group 2, Census Tract 59.11, Mecklenburg County, North Carolina",1032,42,19,0,24,30,0,10,68,39,45,103,113,279,112,122,26,101513,711,31,0.04360056,56935150.1323242,39421.7698199541
1829,37,119,003806,3,371190038063,Block Group 3,0016349,"Block Group 3, Census Tract 38.06, Mecklenburg County, North Carolina",1168,44,7,0,27,15,49,186,45,0,63,130,366,132,78,26,0,80202,465,60,0.12903226,12117029.3765259,16886.3302161294
1830,37,119,006406,2,371190064062,Block Group 2,0016679,"Block Group 2, Census Tract 64.06, Mecklenburg County, North Carolina",387,17,0,0,0,17,0,50,0,67,0,16,40,20,13,91,56,84821,367,83,0.22615804,12048695.5078125,17100.7685453698
1831,37,119,005826,2,371190058262,Block Group 2,0016535,"Block Group 2, Census Tract 58.26, Mecklenburg County, North Carolina",860,56,18,60,8,23,68,28,21,37,39,130,251,50,34,33,4,68115,384,85,0.22135417,28849360.1845093,31080.6159272492
1832,37,119,002100,1,371190021001,Block Group 1,0016243,"Block Group 1, Census Tract 21, Mecklenburg County, North Carolina",408,27,36,43,9,41,9,73,23,8,26,70,16,14,8,0,5,38191,207,48,0.23188406,4328307.67272949,8252.39481718292
1833,37,119,005517,2,371190055172,Block Group 2,0016440,"Block Group 2, Census Tract 55.17, Mecklenburg County, North Carolina",397,0,0,0,13,7,9,0,0,50,21,60,78,84,21,19,35,88194,359,0,0,11207928.5553589,19574.573354224
1834,37,119,005907,2,371190059072,Block Group 2,0016590,"Block Group 2, Census Tract 59.07, Mecklenburg County, North Carolina",715,0,0,8,9,7,9,30,40,51,88,75,170,101,45,64,18,77908,427,0,0,25557152.1187134,24102.7010141624
1835,37,119,001919,1,371190019191,Block Group 1,0016220,"Block Group 1, Census Tract 19.19, Mecklenburg County, North Carolina",605,45,16,67,79,49,79,47,76,19,16,39,45,9,19,0,0,33018,316,63,0.19936709,7302320.41204834,13099.6634580413
1836,37,119,005910,1,371190059101,Block Group 1,0016594,"Block Group 1, Census Tract 59.10, Mecklenburg County, North Carolina",2135,62,28,59,77,49,88,38,141,139,279,293,440,257,68,86,31,66537,1278,24,0.01877934,45339223.8409424,29912.7054215247
1837,37,119,002002,2,371190020022,Block Group 2,0016232,"Block Group 2, Census Tract 20.02, Mecklenburg County, North Carolina",582,0,0,0,16,0,28,0,0,9,21,27,82,40,49,48,262,192661,467,17,0.03640257,21878625.8092041,21624.9033492952
1838,37,119,005508,1,371190055081,Block Group 1,0016418,"Block Group 1, Census Tract 55.08, Mecklenburg County, North Carolina",799,6,0,20,11,42,6,0,7,26,39,54,181,129,70,115,93,103750,706,18,0.02549575,83220675.4020386,56999.4280738936
1839,37,119,001509,2,371190015092,Block Group 2,0016173,"Block Group 2, Census Tract 15.09, Mecklenburg County, North Carolina",749,22,33,50,51,96,48,103,48,0,85,99,82,15,0,8,9,36920,387,65,0.16795866,31592959.4147949,40530.5952344579
1840,37,119,006210,2,371190062102,Block Group 2,0016652,"Block Group 2, Census Tract 62.10, Mecklenburg County, North Carolina",557,0,0,10,0,12,0,0,16,8,0,88,54,63,113,137,56,129479,406,0,0,31750540.5882568,26048.4108877388
1841,37,119,005518,2,371190055182,Block Group 2,0016442,"Block Group 2, Census Tract 55.18, Mecklenburg County, North Carolina",866,32,11,0,71,37,33,0,52,67,107,114,237,37,7,61,0,62130,594,22,0.03703704,53567422.0579224,30567.9829823022
1842,37,119,005832,1,371190058321,Block Group 1,0016547,"Block Group 1, Census Tract 58.32, Mecklenburg County, North Carolina",1027,45,6,7,41,5,18,45,19,5,35,35,64,65,70,146,421,169250,852,17,0.01995305,32163174.4959717,27866.2925143825
1843,37,119,006214,2,371190062142,Block Group 2,0016660,"Block Group 2, Census Tract 62.14, Mecklenburg County, North Carolina",1019,17,0,0,26,17,0,16,70,44,83,114,178,142,125,80,107,84755,819,10,0.01221001,29336907.6672363,25830.1978482628
1844,37,119,001507,3,371190015073,Block Group 3,0016168,"Block Group 3, Census Tract 15.07, Mecklenburg County, North Carolina",445,96,41,16,45,91,45,69,0,0,23,0,7,0,12,0,0,26303,202,42,0.20792079,9069580.16503906,13510.8471043445
1845,37,119,006104,3,371190061043,Block Group 3,0016630,"Block Group 3, Census Tract 61.04, Mecklenburg County, North Carolina",1432,36,62,71,16,45,101,30,195,127,18,85,317,30,203,59,37,61705,1045,77,0.07368421,58364246.2601929,33820.0812736732
1846,37,119,003106,2,371190031062,Block Group 2,0016316,"Block Group 2, Census Tract 31.06, Mecklenburg County, North Carolina",635,0,17,6,16,14,39,0,40,9,39,23,71,105,85,61,110,115223,329,18,0.05471125,9658504.38354492,15815.5621925222
1847,37,119,001917,2,371190019172,Block Group 2,0016216,"Block Group 2, Census Tract 19.17, Mecklenburg County, North Carolina",761,27,51,46,83,76,14,61,22,9,117,58,128,55,14,0,0,47639,482,140,0.29045643,19098507.9185791,21284.2541961247
1848,37,119,000700,1,371190007001,Block Group 1,0016144,"Block Group 1, Census Tract 7, Mecklenburg County, North Carolina",481,25,42,6,45,24,6,12,27,44,9,74,61,51,5,33,17,62543,193,9,0.04663212,13685137.0819092,23242.2706545677
1849,37,119,002800,2,371190028002,Block Group 2,0016264,"Block Group 2, Census Tract 28, Mecklenburg County, North Carolina",410,0,0,0,0,0,10,0,0,0,0,67,0,9,20,47,257,250000,312,0,0,9356399.30566406,14519.2296081605
1850,37,119,005508,2,371190055082,Block Group 2,0016419,"Block Group 2, Census Tract 55.08, Mecklenburg County, North Carolina",730,5,0,0,7,73,13,54,7,0,85,92,179,93,55,21,46,83882,496,0,0,17878641.9921875,25482.8594614555
1851,37,119,001508,1,371190015081,Block Group 1,0016169,"Block Group 1, Census Tract 15.08, Mecklenburg County, North Carolina",951,0,69,13,94,25,14,45,43,79,133,42,233,28,88,31,14,58137,522,29,0.05555556,29615063.2480469,24126.0164937004
1852,37,119,005611,1,371190056111,Block Group 1,0016471,"Block Group 1, Census Tract 56.11, Mecklenburg County, North Carolina",1094,49,26,8,27,64,78,54,86,61,130,163,198,88,22,21,19,54663,637,51,0.08006279,54337579.8383179,35341.396993086
1853,37,119,005612,1,371190056121,Block Group 1,0016472,"Block Group 1, Census Tract 56.12, Mecklenburg County, North Carolina",1163,44,9,45,8,85,31,59,85,52,129,162,191,71,111,71,10,64938,603,34,0.05638474,21309192.5452881,23255.2000455993
1854,37,119,006006,3,371190060063,Block Group 3,0016614,"Block Group 3, Census Tract 60.06, Mecklenburg County, North Carolina",509,15,69,0,15,36,29,90,23,12,33,40,44,0,60,43,0,40125,324,49,0.15123457,44480060.8673706,32546.8840305044
1855,37,119,005911,1,371190059111,Block Group 1,0016595,"Block Group 1, Census Tract 59.11, Mecklenburg County, North Carolina",1272,43,8,24,12,9,0,46,40,0,39,121,140,130,129,188,343,130357,1088,21,0.01930147,216603803.838989,62114.8787318041
1856,37,119,001702,4,371190017024,Block Group 4,0016191,"Block Group 4, Census Tract 17.02, Mecklenburg County, North Carolina",868,51,60,134,118,133,57,44,58,15,46,52,91,9,0,0,0,27247,546,234,0.42857143,9038153.62176514,15806.3893684009
1857,37,119,005717,3,371190057173,Block Group 3,0016515,"Block Group 3, Census Tract 57.17, Mecklenburg County, North Carolina",1123,0,107,19,25,86,70,12,28,17,59,125,173,249,32,102,19,76089,828,32,0.03864734,43883948.9126587,31178.2984429802
1858,37,119,001300,1,371190013001,Block Group 1,0016157,"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",899,106,60,66,69,25,91,13,32,37,115,21,76,72,51,26,39,43641,477,105,0.22012579,19088086.479248,20238.2147849833
1859,37,119,005524,2,371190055242,Block Group 2,0016457,"Block Group 2, Census Tract 55.24, Mecklenburg County, North Carolina",608,0,0,0,19,13,44,25,15,75,84,49,180,0,0,104,0,62014,277,24,0.0866426,11282621.4353638,16086.4679638222
1860,37,119,006212,1,371190062121,Block Group 1,0016655,"Block Group 1, Census Tract 62.12, Mecklenburg County, North Carolina",805,0,21,10,11,25,9,10,11,11,62,116,157,79,115,61,107,95434,573,9,0.01570681,29869665.5448608,25289.2515384481
1861,37,119,006215,1,371190062151,Block Group 1,0016661,"Block Group 1, Census Tract 62.15, Mecklenburg County, North Carolina",919,32,7,26,8,63,79,82,33,6,139,128,68,93,42,83,30,57371,434,40,0.0921659,138189698.289246,51262.3733605425
1862,37,119,000400,2,371190004002,Block Group 2,0016138,"Block Group 2, Census Tract 4, Mecklenburg County, North Carolina",891,123,79,0,35,10,62,60,26,0,65,61,81,119,47,78,45,55990,188,33,0.17553191,3698216.92669678,8191.19229636091
1863,37,119,003300,1,371190033001,Block Group 1,0016328,"Block Group 1, Census Tract 33, Mecklenburg County, North Carolina",778,44,56,7,27,13,43,21,34,26,59,65,114,81,46,86,56,72857,322,61,0.18944099,9958977.52404785,12824.9091466429
1864,37,119,003109,2,371190031092,Block Group 2,0016320,"Block Group 2, Census Tract 31.09, Mecklenburg County, North Carolina",576,19,24,69,74,39,32,85,68,13,42,80,17,14,0,0,0,36845,377,111,0.29442971,2723502.76171875,7958.97505148932
1865,37,119,006010,3,371190060103,Block Group 3,0016624,"Block Group 3, Census Tract 60.10, Mecklenburg County, North Carolina",658,18,44,61,106,76,0,0,0,0,108,87,127,31,0,0,0,51154,466,128,0.27467811,31993729.0181885,34092.1172191184
1866,37,119,001609,1,371190016091,Block Group 1,0016184,"Block Group 1, Census Tract 16.09, Mecklenburg County, North Carolina",359,10,43,65,22,39,43,18,37,25,23,0,29,5,0,0,0,30050,190,48,0.25263158,8008858.59277344,12012.4125775606
1867,37,119,005706,1,371190057061,Block Group 1,0016492,"Block Group 1, Census Tract 57.06, Mecklenburg County, North Carolina",712,52,14,19,28,10,76,61,0,24,162,38,101,29,43,35,20,55179,498,11,0.02208835,31581713.6525879,26769.2549551213
1868,37,119,005916,1,371190059161,Block Group 1,0016606,"Block Group 1, Census Tract 59.16, Mecklenburg County, North Carolina",573,0,58,8,32,81,47,83,34,13,82,67,52,0,16,0,0,38125,267,61,0.22846442,25740265.8338623,22102.0885477801
1869,37,119,005509,3,371190055093,Block Group 3,0016422,"Block Group 3, Census Tract 55.09, Mecklenburg County, North Carolina",1133,19,0,38,0,38,106,0,57,16,330,129,126,107,103,38,26,58558,574,30,0.05226481,20529889.5411987,19600.5759337627
1870,37,119,005301,2,371190053012,Block Group 2,0016401,"Block Group 2, Census Tract 53.01, Mecklenburg County, North Carolina",295,50,0,34,21,30,7,0,7,21,47,48,10,20,0,0,0,41964,194,44,0.22680412,22161287.0396118,20169.8583017354
1871,37,119,005524,1,371190055241,Block Group 1,0016456,"Block Group 1, Census Tract 55.24, Mecklenburg County, North Carolina",350,0,0,0,0,0,0,0,0,0,55,111,45,47,14,78,0,84107,341,20,0.05865103,17431308.9682617,16147.1801963944
1872,37,119,006407,1,371190064071,Block Group 1,0016681,"Block Group 1, Census Tract 64.07, Mecklenburg County, North Carolina",624,76,0,11,12,0,26,11,0,26,11,64,131,108,109,29,10,92283,391,26,0.06649616,22855505.7015381,27086.4141201076
1873,37,119,003806,2,371190038062,Block Group 2,0016348,"Block Group 2, Census Tract 38.06, Mecklenburg County, North Carolina",426,12,23,0,10,32,54,5,0,77,0,111,27,42,17,16,0,55000,296,18,0.06081081,36563328.0790405,30252.408740524
1874,37,119,005617,1,371190056171,Block Group 1,0016480,"Block Group 1, Census Tract 56.17, Mecklenburg County, North Carolina",699,15,16,51,64,22,57,23,25,10,49,67,78,166,29,27,0,63098,494,86,0.17408907,30371262.8453369,32745.1113391389
1875,37,119,006211,2,371190062112,Block Group 2,0016654,"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",822,0,15,0,19,0,0,0,27,43,44,83,49,139,190,86,127,124600,785,0,0,24646060.0449829,28557.4032607068
1876,37,119,005308,2,371190053082,Block Group 2,0016410,"Block Group 2, Census Tract 53.08, Mecklenburg County, North Carolina",332,65,22,28,34,38,42,14,5,23,16,17,28,0,0,0,0,27614,223,108,0.48430493,2898428.31958008,8243.56231046896
1877,37,119,005837,1,371190058371,Block Group 1,0016556,"Block Group 1, Census Tract 58.37, Mecklenburg County, North Carolina",1017,0,0,31,40,14,46,29,13,30,14,161,105,169,113,146,106,102560,558,0,0,27630018.8453979,32147.7324365308
1878,37,119,000800,1,371190008001,Block Group 1,0016145,"Block Group 1, Census Tract 8, Mecklenburg County, North Carolina",698,70,37,69,59,75,22,53,44,20,21,75,32,76,15,16,14,36848,404,101,0.25,10591917.838562,13540.9487988894
1879,37,119,001608,2,371190016082,Block Group 2,0016183,"Block Group 2, Census Tract 16.08, Mecklenburg County, North Carolina",603,79,9,38,33,39,29,67,0,80,76,92,24,19,0,18,0,45399,280,47,0.16785714,9942880.36816406,15345.7411849402
1880,37,119,002003,4,371190020034,Block Group 4,0016238,"Block Group 4, Census Tract 20.03, Mecklenburg County, North Carolina",347,14,0,0,0,0,15,13,0,0,49,27,17,13,28,55,116,147054,251,26,0.10358566,19277994.8363647,23691.1100722245
1881,37,119,005812,2,371190058122,Block Group 2,0016519,"Block Group 2, Census Tract 58.12, Mecklenburg County, North Carolina",1325,97,51,14,91,81,122,32,81,98,157,208,189,89,15,0,0,49854,667,13,0.01949025,67193182.447937,36150.1206370135
1882,37,119,003016,2,371190030162,Block Group 2,0016302,"Block Group 2, Census Tract 30.16, Mecklenburg County, North Carolina",305,0,0,0,0,7,0,0,9,0,9,12,16,31,36,67,118,178702,263,0,0,15405231.8237915,19721.8581009329
1883,37,119,002701,3,371190027013,Block Group 3,0016259,"Block Group 3, Census Tract 27.01, Mecklenburg County, North Carolina",248,20,0,0,0,11,10,0,7,30,9,5,0,58,11,16,71,115643,103,0,0,4902602.49291992,9624.98310790842
1884,37,119,001702,3,371190017023,Block Group 3,0016190,"Block Group 3, Census Tract 17.02, Mecklenburg County, North Carolina",375,33,28,17,18,22,0,0,28,16,0,37,60,80,22,14,0,73563,184,56,0.30434783,7166614.11645508,13357.5913005519
1885,37,119,006406,1,371190064061,Block Group 1,0016678,"Block Group 1, Census Tract 64.06, Mecklenburg County, North Carolina",644,59,18,60,77,32,0,50,0,23,0,95,63,107,0,31,29,60234,523,69,0.13193117,17909121.2121582,19456.6006296852
1886,37,119,005716,1,371190057161,Block Group 1,0016511,"Block Group 1, Census Tract 57.16, Mecklenburg County, North Carolina",828,11,0,0,33,9,57,82,0,95,97,16,154,121,90,55,8,78375,623,22,0.035313,11771411.5540771,14512.4257686538
1887,37,119,004100,1,371190041001,Block Group 1,0016365,"Block Group 1, Census Tract 41, Mecklenburg County, North Carolina",302,0,33,16,33,82,0,10,12,29,13,0,50,8,5,11,0,29467,136,18,0.13235294,6090568.93579102,11859.3947558351
